chr	start	end	sample	ref_A	ref_T	ref_AT	ref_CpG	read_depth	A_denom	AT_denom	CpG_denom	bin_bp_denom	m6A_count	mCG_count_raw	mCG_count	MSP_bp	nuc_bp	mCG_PASS_n	mCG_EDGE_plus2_n	mCG_FAIL_excess_n	m6A_per_A	m6A_per_AT	mCG_per_CpG	MSP_fraction	nuc_fraction
chr9	45527770	45532770	PAN027Pat_iPSC	1502	1627	3129	62	5	7510	15645	310	25000	330	292	292	21965	185840	5	0	0	0.043941	0.021093	0.941935	0.878600	7.433600
chr9	45932770	45937770	PAN027Pat_iPSC	1517	1615	3132	73	7	10619	21924	511	35000	977	400	400	53508	304122	7	0	0	0.092005	0.044563	0.782779	1.528800	8.689200
chr9	46677770	46682770	PAN027Pat_iPSC	1506	1617	3123	75	6	9036	18738	450	30000	218	415	415	9450	174420	6	0	0	0.024126	0.011634	0.922222	0.315000	5.814000
chr9	46237770	46242770	PAN027Pat_iPSC	1513	1613	3126	62	9	13617	28134	558	45000	408	490	490	23220	438534	9	0	0	0.029963	0.014502	0.878136	0.516000	9.745200
chr9	46642770	46647770	PAN027Pat_iPSC	1506	1627	3133	69	5	7530	15665	345	25000	148	336	336	5605	152215	5	0	0	0.019655	0.009448	0.973913	0.224200	6.088600
chr9	47387770	47392770	PAN027Pat_iPSC	1509	1627	3136	69	10	15090	31360	690	50000	248	586	586	17380	504670	10	0	0	0.016435	0.007908	0.849275	0.347600	10.093400
chr9	45687770	45692770	PAN027Pat_iPSC	1503	1612	3115	67	8	12024	24920	536	40000	308	496	496	33160	392872	8	0	0	0.025615	0.012360	0.925373	0.829000	9.821800
chr9	47792770	47797770	PAN027Pat_iPSC	1519	1631	3150	67	2	3038	6300	134	10000	32	132	132	1114	30428	2	0	0	0.010533	0.005079	0.985075	0.111400	3.042800
chr9	47352770	47357770	PAN027Pat_iPSC	1504	1618	3122	70	4	6016	12488	280	20000	153	258	258	5756	122908	4	0	0	0.025432	0.012252	0.921429	0.287800	6.145400
chr9	46907770	46912770	PAN027Pat_iPSC	1511	1618	3129	70	3	4533	9387	210	15000	60	201	201	3552	58302	3	0	0	0.013236	0.006392	0.957143	0.236800	3.886800
chr9	45492770	45497770	PAN027Pat_iPSC	1502	1613	3115	70	5	7510	15575	350	25000	368	333	333	11810	127445	5	0	0	0.049001	0.023628	0.951429	0.472400	5.097800
chr9	47617770	47622770	PAN027Pat_iPSC	1504	1626	3130	73	8	12032	25040	584	40000	205	555	555	12720	359672	8	0	0	0.017038	0.008187	0.950342	0.318000	8.991800
chr9	46307770	46312770	PAN027Pat_iPSC	1512	1622	3134	65	8	12096	25072	520	40000	418	421	421	23496	295880	8	0	0	0.034557	0.016672	0.809615	0.587400	7.397000
chr9	46712770	46717770	PAN027Pat_iPSC	1511	1617	3128	72	7	10577	21896	504	35000	176	451	451	9709	246862	7	0	0	0.016640	0.008038	0.894841	0.277400	7.053200
chr9	45757770	45762770	PAN027Pat_iPSC	1509	1615	3124	68	1	1509	3124	68	5000	17	68	68	903	19352	1	0	0	0.011266	0.005442	1.000000	0.180600	3.870400
chr9	47017770	47022770	PAN027Pat_iPSC	1520	1608	3128	68	9	13680	28152	612	45000	419	478	478	35136	396288	9	0	0	0.030629	0.014883	0.781046	0.780800	8.806400
chr9	45317770	45322770	PAN027Pat_iPSC	1509	1626	3135	61	8	12072	25080	488	40000	427	440	440	30432	305984	8	0	0	0.035371	0.017026	0.901639	0.760800	7.649600
chr9	47422770	47427770	PAN027Pat_iPSC	1495	1622	3117	69	5	7475	15585	345	25000	257	332	332	7810	136540	5	0	0	0.034381	0.016490	0.962319	0.312400	5.461600
chr9	46467770	46472770	PAN027Pat_iPSC	1507	1614	3121	66	5	7535	15605	330	25000	252	237	237	7880	92710	5	0	0	0.033444	0.016149	0.718182	0.315200	3.708400
chr9	46872770	46877770	PAN027Pat_iPSC	1512	1618	3130	72	5	7560	15650	360	25000	250	343	343	8690	150570	5	0	0	0.033069	0.015974	0.952778	0.347600	6.022800
chr9	47177770	47182770	PAN027Pat_iPSC	1491	1629	3120	66	7	10437	21840	462	35000	355	433	433	23688	291599	7	0	0	0.034014	0.016255	0.937229	0.676800	8.331400
chr9	47582770	47587770	PAN027Pat_iPSC	1521	1627	3148	66	5	7605	15740	330	25000	184	250	250	9810	104380	5	0	0	0.024195	0.011690	0.757576	0.392400	4.175200
chr9	46272770	46277770	PAN027Pat_iPSC	1506	1624	3130	65	3	4518	9390	195	15000	269	173	173	8208	57264	3	0	0	0.059540	0.028647	0.887179	0.547200	3.817600
chr9	45827770	45832770	PAN027Pat_iPSC	1508	1620	3128	73	3	4524	9384	219	15000	97	215	215	1458	43542	3	0	0	0.021441	0.010337	0.981735	0.097200	2.902800
chr9	45282770	45287770	PAN027Pat_iPSC	1517	1600	3117	66	7	10619	21819	462	35000	133	292	292	8610	220598	7	0	0	0.012525	0.006096	0.632035	0.246000	6.302800
chr9	46537770	46542770	PAN027Pat_iPSC	1508	1621	3129	68	3	4524	9387	204	15000	122	185	185	3591	65106	3	0	0	0.026967	0.012997	0.906863	0.239400	4.340400
chr9	47697770	47702770	PAN027Pat_iPSC	1521	1624	3145	68	7	10647	22015	476	35000	190	454	454	14007	264971	7	0	0	0.017845	0.008630	0.953782	0.400200	7.570600
chr9	46942770	46947770	PAN027Pat_iPSC	1514	1619	3133	72	6	9084	18798	432	30000	255	422	422	13734	202872	6	0	0	0.028071	0.013565	0.976852	0.457800	6.762400
chr9	47687770	47692770	PAN027Pat_iPSC	1518	1617	3135	69	6	9108	18810	414	30000	153	389	389	8166	182946	6	0	0	0.016798	0.008134	0.939614	0.272200	6.098200
chr9	45987770	45992770	PAN027Pat_iPSC	1494	1621	3115	67	4	5976	12460	268	20000	448	144	144	13992	87408	4	0	0	0.074967	0.035955	0.537313	0.699600	4.370400
chr9	46502770	46507770	PAN027Pat_iPSC	1501	1626	3127	70	6	9006	18762	420	30000	342	398	398	22278	249060	6	0	0	0.037975	0.018228	0.947619	0.742600	8.302000
chr9	47247770	47252770	PAN027Pat_iPSC	1499	1619	3118	74	6	8994	18708	444	30000	177	425	425	13536	203652	6	0	0	0.019680	0.009461	0.957207	0.451200	6.788400
chr9	47652770	47657770	PAN027Pat_iPSC	1526	1616	3142	72	3	4578	9426	216	15000	217	202	202	9666	81450	3	0	0	0.047401	0.023021	0.935185	0.644400	5.430000
chr9	47097770	47102770	PAN027Pat_iPSC	1508	1627	3135	61	5	7540	15675	305	25000	248	288	288	11445	147775	5	0	0	0.032891	0.015821	0.944262	0.457800	5.911000
chr9	45397770	45402770	PAN027Pat_iPSC	1511	1621	3132	68	3	4533	9396	204	15000	201	184	184	5127	57009	3	0	0	0.044341	0.021392	0.901961	0.341800	3.800600
chr9	47212770	47217770	PAN027Pat_iPSC	1507	1626	3133	65	3	4521	9399	195	15000	103	186	186	1566	56808	3	0	0	0.022783	0.010959	0.953846	0.104400	3.787200
chr9	45792770	45797770	PAN027Pat_iPSC	1523	1621	3144	62	8	12184	25152	496	40000	713	457	457	46936	341600	8	0	0	0.058519	0.028348	0.921371	1.173400	8.540000
chr9	47917770	47922770	PAN027Pat_iPSC	1526	1612	3138	64	11	16786	34518	704	55000	536	654	654	56122	705507	11	0	0	0.031931	0.015528	0.928977	1.020400	12.827400
chr9	45352770	45357770	PAN027Pat_iPSC	1515	1621	3136	67	4	6060	12544	268	20000	196	248	248	6276	94548	4	0	0	0.032343	0.015625	0.925373	0.313800	4.727400
chr9	46607770	46612770	PAN027Pat_iPSC	1508	1615	3123	73	3	4524	9369	219	15000	47	145	145	4809	42522	3	0	0	0.010389	0.005017	0.662100	0.320600	2.834800
chr9	46062770	46067770	PAN027Pat_iPSC	1516	1625	3141	66	7	10612	21987	462	35000	1660	372	372	68642	230797	7	0	0	0.156427	0.075499	0.805195	1.961200	6.594200
chr9	47317770	47322770	PAN027Pat_iPSC	1505	1622	3127	71	8	12040	25016	568	40000	373	472	472	13600	325592	8	0	0	0.030980	0.014910	0.830986	0.340000	8.139800
chr9	45617770	45622770	PAN027Pat_iPSC	1506	1629	3135	64	3	4518	9405	192	15000	254	179	179	6000	72057	3	0	0	0.056220	0.027007	0.932292	0.400000	4.803800
chr9	47722770	47727770	PAN027Pat_iPSC	1516	1627	3143	64	5	7580	15715	320	25000	219	304	304	8795	173215	5	0	0	0.028892	0.013936	0.950000	0.351800	6.928600
chr9	46767770	46772770	PAN027Pat_iPSC	1511	1629	3140	69	5	7555	15700	345	25000	291	340	340	10540	133910	5	0	0	0.038518	0.018535	0.985507	0.421600	5.356400
chr9	46327770	46332770	PAN027Pat_iPSC	1522	1617	3139	61	2	3044	6278	122	10000	11	116	116	2618	23586	2	0	0	0.003614	0.001752	0.950820	0.261800	2.358600
chr9	46732770	46737770	PAN027Pat_iPSC	1502	1621	3123	74	3	4506	9369	222	15000	303	216	216	6363	54045	3	0	0	0.067244	0.032341	0.972973	0.424200	3.603000
chr9	47477770	47482770	PAN027Pat_iPSC	1504	1625	3129	70	5	7520	15645	350	25000	190	334	334	8680	169330	5	0	0	0.025266	0.012144	0.954286	0.347200	6.773200
chr9	47882770	47887770	PAN027Pat_iPSC	1517	1622	3139	72	3	4551	9417	216	15000	131	213	213	2364	45948	3	0	0	0.028785	0.013911	0.986111	0.157600	3.063200
chr9	45422770	45427770	PAN027Pat_iPSC	1515	1626	3141	67	3	4545	9423	201	15000	87	188	188	2673	60702	3	0	0	0.019142	0.009233	0.935323	0.178200	4.046800
chr9	47037770	47042770	PAN027Pat_iPSC	1515	1623	3138	66	5	7575	15690	330	25000	224	247	247	10210	163945	5	0	0	0.029571	0.014277	0.748485	0.408400	6.557800
chr9	46132770	46137770	PAN027Pat_iPSC	1502	1622	3124	66	3	4506	9372	198	15000	270	175	175	9507	76965	3	0	0	0.059920	0.028809	0.883838	0.633800	5.131000
chr9	45582770	45587770	PAN027Pat_iPSC	1511	1617	3128	73	3	4533	9384	219	15000	257	208	208	8211	63348	3	0	0	0.056695	0.027387	0.949772	0.547400	4.223200
chr9	46837770	46842770	PAN027Pat_iPSC	1512	1620	3132	74	4	6048	12528	296	20000	99	276	276	3156	86840	4	0	0	0.016369	0.007902	0.932432	0.157800	4.342000
chr9	46292770	46297770	PAN027Pat_iPSC	1507	1621	3128	70	5	7535	15640	350	25000	175	324	324	4750	156325	5	0	0	0.023225	0.011189	0.925714	0.190000	6.253000
chr9	46802770	46807770	PAN027Pat_iPSC	1509	1618	3127	75	5	7545	15635	375	25000	377	350	350	16630	143575	5	0	0	0.049967	0.024113	0.933333	0.665200	5.743000
chr9	47547770	47552770	PAN027Pat_iPSC	1524	1610	3134	63	6	9144	18804	378	30000	182	353	353	10308	230856	6	0	0	0.019904	0.009679	0.933862	0.343600	7.695200
chr9	45847770	45852770	PAN027Pat_iPSC	1524	1621	3145	74	3	4572	9435	222	15000	143	209	209	5760	50919	3	0	0	0.031277	0.015156	0.941441	0.384000	3.394600
chr9	47397770	47402770	PAN027Pat_iPSC	1489	1633	3122	66	4	5956	12488	264	20000	70	259	259	2500	114592	4	0	0	0.011753	0.005605	0.981061	0.125000	5.729600
chr9	45697770	45702770	PAN027Pat_iPSC	1519	1617	3136	66	8	12152	25088	528	40000	447	515	514	24768	322944	7	1	0	0.036784	0.017817	0.973485	0.619200	8.073600
chr9	47107770	47112770	PAN027Pat_iPSC	1505	1626	3131	60	5	7525	15655	300	25000	154	261	261	7885	163850	5	0	0	0.020465	0.009837	0.870000	0.315400	6.554000
chr9	47512770	47517770	PAN027Pat_iPSC	1509	1625	3134	62	4	6036	12536	248	20000	107	233	233	3288	87484	4	0	0	0.017727	0.008535	0.939516	0.164400	4.374200
chr9	46557770	46562770	PAN027Pat_iPSC	1516	1617	3133	74	3	4548	9399	222	15000	55	206	206	1251	53190	3	0	0	0.012093	0.005852	0.927928	0.083400	3.546000
chr9	46962770	46967770	PAN027Pat_iPSC	1509	1622	3131	74	5	7545	15655	370	25000	93	358	358	7180	190740	5	0	0	0.012326	0.005941	0.967568	0.287200	7.629600
chr9	46202770	46207770	PAN027Pat_iPSC	1512	1621	3133	73	7	10584	21931	511	35000	574	442	442	40873	225435	7	0	0	0.054233	0.026173	0.864971	1.167800	6.441000
chr9	45247770	45252770	PAN027Pat_iPSC	1507	1622	3129	65	4	6028	12516	260	20000	160	245	245	6280	127740	4	0	0	0.026543	0.012784	0.942308	0.314000	6.387000
chr9	45652770	45657770	PAN027Pat_iPSC	1506	1616	3122	66	3	4518	9366	198	15000	98	183	183	4365	64842	3	0	0	0.021691	0.010463	0.924242	0.291000	4.322800
chr9	45212770	45217770	PAN027Pat_iPSC	1540	1618	3158	65	8	12320	25264	520	40000	466	498	498	23992	322456	8	0	0	0.037825	0.018445	0.957692	0.599800	8.061400
chr9	46362770	46367770	PAN027Pat_iPSC	1506	1619	3125	69	8	12048	25000	552	40000	260	517	517	14848	347656	8	0	0	0.021580	0.010400	0.936594	0.371200	8.691400
chr9	45917770	45922770	PAN027Pat_iPSC	1509	1626	3135	65	7	10563	21945	455	35000	450	415	415	31171	250642	7	0	0	0.042602	0.020506	0.912088	0.890600	7.161200
chr9	47072770	47077770	PAN027Pat_iPSC	1513	1622	3135	70	7	10591	21945	490	35000	411	463	463	17444	301140	7	0	0	0.038807	0.018729	0.944898	0.498400	8.604000
chr9	46627770	46632770	PAN027Pat_iPSC	1507	1625	3132	73	2	3014	6264	146	10000	16	144	144	1158	30822	2	0	0	0.005309	0.002554	0.986301	0.115800	3.082200
chr9	47777770	47782770	PAN027Pat_iPSC	1516	1631	3147	67	5	7580	15735	335	25000	106	331	331	4565	176575	5	0	0	0.013984	0.006737	0.988060	0.182600	7.063000
chr9	45722770	45727770	PAN027Pat_iPSC	1511	1626	3137	70	3	4533	9411	210	15000	136	208	208	2094	55098	3	0	0	0.030002	0.014451	0.990476	0.139600	3.673200
chr9	47337770	47342770	PAN027Pat_iPSC	1510	1617	3127	69	8	12080	25016	552	40000	220	519	519	12472	321608	8	0	0	0.018212	0.008794	0.940217	0.311800	8.040200
chr9	47742770	47747770	PAN027Pat_iPSC	1531	1616	3147	67	4	6124	12588	268	20000	291	211	211	9296	83364	4	0	0	0.047518	0.023117	0.787313	0.464800	4.168200
chr9	46787770	46792770	PAN027Pat_iPSC	1505	1617	3122	75	5	7525	15610	375	25000	145	341	341	13380	185950	5	0	0	0.019269	0.009289	0.909333	0.535200	7.438000
chr9	46027770	46032770	PAN027Pat_iPSC	1515	1623	3138	67	4	6060	12552	268	20000	917	181	181	24752	86460	4	0	0	0.151320	0.073056	0.675373	1.237600	4.323000
chr9	46432770	46437770	PAN027Pat_iPSC	1516	1618	3134	64	4	6064	12536	256	20000	187	215	215	5000	88180	4	0	0	0.030838	0.014917	0.839844	0.250000	4.409000
chr9	45477770	45482770	PAN027Pat_iPSC	1512	1626	3138	65	5	7560	15690	325	25000	136	311	311	5435	159870	5	0	0	0.017989	0.008668	0.956923	0.217400	6.394800
chr9	45882770	45887770	PAN027Pat_iPSC	1505	1612	3117	68	1	1505	3117	68	5000	9	67	67	1497	9835	1	0	0	0.005980	0.002887	0.985294	0.299400	1.967000
chr9	47142770	47147770	PAN027Pat_iPSC	1493	1629	3122	72	11	16423	34342	792	55000	462	728	728	36234	757405	11	0	0	0.028131	0.013453	0.919192	0.658800	13.771000
chr9	45442770	45447770	PAN027Pat_iPSC	1504	1619	3123	69	8	12032	24984	552	40000	190	499	499	12336	339464	8	0	0	0.015791	0.007605	0.903986	0.308400	8.486600
chr9	46187770	46192770	PAN027Pat_iPSC	1518	1615	3133	74	6	9108	18798	444	30000	379	425	425	15474	190440	6	0	0	0.041612	0.020162	0.957207	0.515800	6.348000
chr9	46592770	46597770	PAN027Pat_iPSC	1493	1624	3117	70	3	4479	9351	210	15000	110	171	171	2919	49230	3	0	0	0.024559	0.011763	0.814286	0.194600	3.282000
chr9	47847770	47852770	PAN027Pat_iPSC	1521	1618	3139	67	6	9126	18834	402	30000	98	390	390	4386	193236	6	0	0	0.010739	0.005203	0.970149	0.146200	6.441200
chr9	46152770	46157770	PAN027Pat_iPSC	1509	1618	3127	70	5	7545	15635	350	25000	334	266	266	16610	105595	5	0	0	0.044268	0.021362	0.760000	0.664400	4.223800
chr9	47407770	47412770	PAN027Pat_iPSC	1488	1633	3121	70	1	1488	3121	70	5000	114	67	67	705	4732	1	0	0	0.076613	0.036527	0.957143	0.141000	0.946400
chr9	47812770	47817770	PAN027Pat_iPSC	1525	1633	3158	63	8	12200	25264	504	40000	486	471	471	31960	357768	8	0	0	0.039836	0.019237	0.934524	0.799000	8.944200
chr9	46857770	46862770	PAN027Pat_iPSC	1503	1618	3121	71	1	1503	3121	71	5000	11	71	71	169	11709	1	0	0	0.007319	0.003525	1.000000	0.033800	2.341800
chr9	45547770	45552770	PAN027Pat_iPSC	1515	1626	3141	67	3	4545	9423	201	15000	82	184	184	4797	76752	3	0	0	0.018042	0.008702	0.915423	0.319800	5.116800
chr9	45952770	45957770	PAN027Pat_iPSC	1502	1623	3125	67	4	6008	12500	268	20000	488	228	228	25916	110720	4	0	0	0.081225	0.039040	0.850746	1.295800	5.536000
chr9	47567770	47572770	PAN027Pat_iPSC	1514	1623	3137	67	2	3028	6274	134	10000	22	66	66	394	22368	2	0	0	0.007266	0.003507	0.492537	0.039400	2.236800
chr9	45512770	45517770	PAN027Pat_iPSC	1512	1617	3129	66	7	10584	21903	462	35000	245	424	424	16240	295526	7	0	0	0.023148	0.011186	0.917749	0.464000	8.443600
chr9	46257770	46262770	PAN027Pat_iPSC	1498	1624	3122	70	10	14980	31220	700	50000	585	598	598	43290	471410	10	0	0	0.039052	0.018738	0.854286	0.865800	9.428200
chr9	46662770	46667770	PAN027Pat_iPSC	1501	1626	3127	74	4	6004	12508	296	20000	372	253	253	10412	81672	4	0	0	0.061959	0.029741	0.854730	0.520600	4.083600
chr9	46222770	46227770	PAN027Pat_iPSC	1501	1623	3124	72	7	10507	21868	504	35000	286	378	378	22435	256228	7	0	0	0.027220	0.013078	0.750000	0.641000	7.320800
chr9	45267770	45272770	PAN027Pat_NPC	1514	1609	3123	67	4	6056	12492	268	20000	440	228	228	15300	86284	4	0	0	0.072655	0.035223	0.850746	0.765000	4.314200
chr9	47372770	47377770	PAN027Pat_NPC	1508	1615	3123	73	7	10556	21861	511	35000	77	398	398	3696	245462	7	0	0	0.007294	0.003522	0.778865	0.105600	7.013200
chr9	45672770	45677770	PAN027Pat_NPC	1508	1617	3125	66	7	10556	21875	462	35000	217	357	357	12474	221235	7	0	0	0.020557	0.009920	0.772727	0.356400	6.321000
chr9	46927770	46932770	PAN027Pat_NPC	1517	1621	3138	69	7	10619	21966	483	35000	330	431	431	15127	261751	7	0	0	0.031076	0.015023	0.892340	0.432200	7.478600
chr9	46382770	46387770	PAN027Pat_NPC	1493	1624	3117	68	5	7465	15585	340	25000	102	303	303	7165	154660	5	0	0	0.013664	0.006545	0.891176	0.286600	6.186400
chr9	47637770	47642770	PAN027Pat_NPC	1527	1607	3134	68	4	6108	12536	272	20000	103	233	233	3304	82040	4	0	0	0.016863	0.008216	0.856618	0.165200	4.102000
chr9	45777770	45782770	PAN027Pat_NPC	1512	1617	3129	66	6	9072	18774	396	30000	144	329	329	8142	194028	6	0	0	0.015873	0.007670	0.830808	0.271400	6.467600
chr9	45337770	45342770	PAN027Pat_NPC	1508	1616	3124	69	6	9048	18744	414	30000	314	353	353	9258	194466	6	0	0	0.034704	0.016752	0.852657	0.308600	6.482200
chr9	47442770	47447770	PAN027Pat_NPC	1492	1627	3119	69	4	5968	12476	276	20000	48	251	251	1628	109616	4	0	0	0.008043	0.003847	0.909420	0.081400	5.480800
chr9	45742770	45747770	PAN027Pat_NPC	1510	1627	3137	66	4	6040	12548	264	20000	90	174	174	6064	104772	4	0	0	0.014901	0.007172	0.659091	0.303200	5.238600
chr9	46487770	46492770	PAN027Pat_NPC	1507	1619	3126	68	5	7535	15630	340	25000	370	298	298	16180	150825	5	0	0	0.049104	0.023672	0.876471	0.647200	6.033000
chr9	46892770	46897770	PAN027Pat_NPC	1515	1617	3132	72	3	4545	9396	216	15000	18	189	189	525	58104	3	0	0	0.003960	0.001916	0.875000	0.035000	3.873600
chr9	47002770	47007770	PAN027Pat_NPC	1500	1627	3127	67	3	4500	9381	201	15000	48	157	157	735	44265	3	0	0	0.010667	0.005117	0.781095	0.049000	2.951000
chr9	46047770	46052770	PAN027Pat_NPC	1514	1613	3127	67	1	1514	3127	67	5000	232	26	26	2183	10895	1	0	0	0.153236	0.074193	0.388060	0.436600	2.179000
chr9	46452770	46457770	PAN027Pat_NPC	1497	1619	3116	71	4	5988	12464	284	20000	63	270	270	1152	85220	4	0	0	0.010521	0.005055	0.950704	0.057600	4.261000
chr9	47707770	47712770	PAN027Pat_NPC	1527	1617	3144	63	4	6108	12576	252	20000	206	208	208	9004	73232	4	0	0	0.033726	0.016380	0.825397	0.450200	3.661600
chr9	47162770	47167770	PAN027Pat_NPC	1518	1620	3138	65	5	7590	15690	325	25000	259	258	258	10715	134880	5	0	0	0.034124	0.016507	0.793846	0.428600	5.395200
chr9	46717770	46722770	PAN027Pat_NPC	1499	1627	3126	71	4	5996	12504	284	20000	218	256	256	9812	111120	4	0	0	0.036358	0.017434	0.901408	0.490600	5.556000
chr9	47867770	47872770	PAN027Pat_NPC	1526	1616	3142	67	7	10682	21994	469	35000	432	322	322	14889	204071	7	0	0	0.040442	0.019642	0.686567	0.425400	5.830600
chr9	45407770	45412770	PAN027Pat_NPC	1508	1624	3132	65	6	9048	18792	390	30000	432	342	342	21036	189822	6	0	0	0.047745	0.022989	0.876923	0.701200	6.327400
chr9	45812770	45817770	PAN027Pat_NPC	1500	1621	3121	70	7	10500	21847	490	35000	352	421	421	19985	263690	7	0	0	0.033524	0.016112	0.859184	0.571000	7.534000
chr9	46117770	46122770	PAN027Pat_NPC	1505	1620	3125	71	4	6020	12500	284	20000	249	226	226	7748	92312	4	0	0	0.041362	0.019920	0.795775	0.387400	4.615600
chr9	46522770	46527770	PAN027Pat_NPC	1503	1620	3123	70	10	15030	31230	700	50000	353	616	616	41160	545970	10	0	0	0.023486	0.011303	0.880000	0.823200	10.919400
chr9	47267770	47272770	PAN027Pat_NPC	1498	1628	3126	67	5	7490	15630	335	25000	63	293	293	2040	150340	5	0	0	0.008411	0.004031	0.874627	0.081600	6.013600
chr9	45567770	45572770	PAN027Pat_NPC	1499	1622	3121	69	4	5996	12484	276	20000	126	241	241	3648	115124	4	0	0	0.021014	0.010093	0.873188	0.182400	5.756200
chr9	47672770	47677770	PAN027Pat_NPC	1521	1625	3146	70	8	12168	25168	560	40000	150	315	315	12984	263976	8	0	0	0.012327	0.005960	0.562500	0.324600	6.599400
chr9	45972770	45977770	PAN027Pat_NPC	1504	1623	3127	65	5	7520	15635	325	25000	1073	132	132	33430	87655	5	0	0	0.142686	0.068628	0.406154	1.337200	3.506200
chr9	47232770	47237770	PAN027Pat_NPC	1509	1624	3133	67	4	6036	12532	268	20000	199	222	222	9872	124224	4	0	0	0.032969	0.015879	0.828358	0.493600	6.211200
chr9	46277770	46282770	PAN027Pat_NPC	1508	1623	3131	67	5	7540	15655	335	25000	185	293	293	6360	119780	5	0	0	0.024536	0.011817	0.874627	0.254400	4.791200
chr9	46682770	46687770	PAN027Pat_NPC	1497	1628	3125	73	3	4491	9375	219	15000	35	183	183	336	48405	3	0	0	0.007793	0.003733	0.835616	0.022400	3.227000
chr9	47937770	47942770	PAN027Pat_NPC	1525	1617	3142	64	4	6100	12568	256	20000	67	217	217	696	79304	4	0	0	0.010984	0.005331	0.847656	0.034800	3.965200
chr9	45372770	45377770	PAN027Pat_NPC	1503	1622	3125	71	13	19539	40625	923	65000	316	850	850	25454	992004	13	0	0	0.016173	0.007778	0.920910	0.391600	15.261600
chr9	47392770	47397770	PAN027Pat_NPC	1505	1628	3133	68	4	6020	12532	272	20000	175	225	225	7212	99104	4	0	0	0.029070	0.013964	0.827206	0.360600	4.955200
chr9	47902770	47907770	PAN027Pat_NPC	1526	1618	3144	67	2	3052	6288	134	10000	16	121	121	7178	64538	2	0	0	0.005242	0.002545	0.902985	0.717800	6.453800
chr9	46082770	46087770	PAN027Pat_NPC	1520	1615	3135	63	6	9120	18810	378	30000	188	333	333	12366	217842	6	0	0	0.020614	0.009995	0.880952	0.412200	7.261400
chr9	45637770	45642770	PAN027Pat_NPC	1522	1611	3133	66	11	16742	34463	726	55000	250	640	640	38291	664576	11	0	0	0.014933	0.007254	0.881543	0.696200	12.083200
chr9	46797770	46802770	PAN027Pat_NPC	1506	1617	3123	72	5	7530	15615	360	25000	85	310	310	2720	157725	5	0	0	0.011288	0.005443	0.861111	0.108800	6.309000
chr9	47302770	47307770	PAN027Pat_NPC	1487	1626	3113	71	6	8922	18678	426	30000	130	340	340	4224	209274	6	0	0	0.014571	0.006960	0.798122	0.140800	6.975800
chr9	45602770	45607770	PAN027Pat_NPC	1507	1621	3128	68	7	10549	21896	476	35000	124	434	434	11410	352842	7	0	0	0.011755	0.005663	0.911765	0.326000	10.081200
chr9	46347770	46352770	PAN027Pat_NPC	1509	1631	3140	63	4	6036	12560	252	20000	288	211	211	11064	107084	4	0	0	0.047714	0.022930	0.837302	0.553200	5.354200
chr9	46752770	46757770	PAN027Pat_NPC	1510	1622	3132	72	5	7550	15660	360	25000	78	330	330	6845	205390	5	0	0	0.010331	0.004981	0.916667	0.273800	8.215600
chr9	46197770	46202770	PAN027Pat_NPC	1508	1616	3124	70	3	4524	9372	210	15000	60	176	176	2322	81294	3	0	0	0.013263	0.006402	0.838095	0.154800	5.419600
chr9	46312770	46317770	PAN027Pat_NPC	1514	1620	3134	67	7	10598	21938	469	35000	181	353	353	8799	229950	7	0	0	0.017079	0.008251	0.752665	0.251400	6.570000
chr9	47057770	47062770	PAN027Pat_NPC	1510	1615	3125	70	7	10570	21875	490	35000	150	364	364	13216	223608	7	0	0	0.014191	0.006857	0.742857	0.377600	6.388800
chr9	47462770	47467770	PAN027Pat_NPC	1525	1616	3141	66	7	10675	21987	462	35000	112	399	399	5544	247821	7	0	0	0.010492	0.005094	0.863636	0.158400	7.080600
chr9	45707770	45712770	PAN027Pat_NPC	1523	1619	3142	65	2	3046	6284	130	10000	202	112	112	2878	20710	2	0	0	0.066316	0.032145	0.861538	0.287800	2.071000
chr9	47727770	47732770	PAN027Pat_NPC	1524	1612	3136	71	5	7620	15680	355	25000	52	259	259	2415	124735	5	0	0	0.006824	0.003316	0.729577	0.096600	4.989400
chr9	46417770	46422770	PAN027Pat_NPC	1508	1620	3128	71	4	6032	12512	284	20000	130	208	208	7388	119708	4	0	0	0.021552	0.010390	0.732394	0.369400	5.985400
chr9	46822770	46827770	PAN027Pat_NPC	1496	1630	3126	73	3	4488	9378	219	15000	36	192	192	1335	56238	3	0	0	0.008021	0.003839	0.876712	0.089000	3.749200
chr9	45867770	45872770	PAN027Pat_NPC	1504	1617	3121	73	2	3008	6242	146	10000	130	134	134	1802	34654	2	0	0	0.043218	0.020827	0.917808	0.180200	3.465400
chr9	47127770	47132770	PAN027Pat_NPC	1500	1621	3121	69	4	6000	12484	276	20000	115	178	178	2872	91612	4	0	0	0.019167	0.009212	0.644928	0.143600	4.580600
chr9	45427770	45432770	PAN027Pat_NPC	1509	1621	3130	68	5	7545	15650	340	25000	131	282	282	5795	139380	5	0	0	0.017362	0.008371	0.829412	0.231800	5.575200
chr9	47532770	47537770	PAN027Pat_NPC	1510	1639	3149	65	8	12080	25192	520	40000	234	392	392	14312	324712	8	0	0	0.019371	0.009289	0.753846	0.357800	8.117800
